,lambda,sigma,Gsc,lat,lat_rad,as,bs,Elev,z,Roua,Ca,G,alphaA,alphaPT,ap,fz,b0,a_0,b_0,c_0,d_0,e0,e1,e2,e3,e4,e5,gammaps,epsilonMo,PA,alphaMo,betaMo,sigmaMo,lambdaMo,b1,b2
1,2.45,4.90E-09,0.082,31.4,0.548033385,0.23,0.5,17,10,1.2,0.001013,0,0.23,1.26,2.4,28,1,11.9,-0.15,-0.25,-0.0107,0.81917,-0.0040922,1.0705,0.065649,-0.0059684,-0.0005967,0.66,0.92,1066,17.27,237.3,5.67E-08,28.5,14,1.2
